Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Jour_Semaine,Mois,Type_Commande
TXN_2059647,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-05-29,Monday,May,Petite
TXN_2485183,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-07-07,Friday,July,Grosse
TXN_7374846,Sandwich,1.0,4.0,4.0,Credit Card,Non Spécifié,2023-05-29,Monday,May,Petite
TXN_9401522,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-11-16,Thursday,November,Grosse
TXN_8250651,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-03-13,Monday,March,Grosse
TXN_7191245,Cake,4.0,3.0,12.0,Non Spécifié,Takeaway,2023-05-22,Monday,May,Grosse
TXN_8982764,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-11-23,Thursday,November,Grosse
TXN_8669422,Non Spécifié,4.0,3.0,12.0,Cash,Takeaway,2023-10-15,Sunday,October,Grosse
TXN_1153869,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-11-03,Friday,November,Grosse
TXN_5043774,Sandwich,3.0,4.0,12.0,Cash,Non Spécifié,2023-06-08,Thursday,June,Petite
TXN_1746320,Salad,1.0,5.0,5.0,Cash,Non Spécifié,2023-11-14,Tuesday,November,Petite
TXN_1077129,Cookie,1.0,1.0,1.0,Non Spécifié,In-store,2023-09-12,Tuesday,September,Petite
TXN_4865338,Sandwich,1.0,4.0,4.0,Non Spécifié,In-store,2023-11-26,Sunday,November,Petite
TXN_5616583,Smoothie,1.0,4.0,4.0,Non Spécifié,Non Spécifié,2023-10-13,Friday,October,Petite
TXN_2078474,Cookie,2.0,1.0,2.0,Non Spécifié,Takeaway,2023-11-03,Friday,November,Petite
TXN_2130245,Smoothie,5.0,4.0,20.0,Credit Card,Non Spécifié,2023-11-13,Monday,November,Grosse
TXN_3229409,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-04-15,Saturday,April,Petite
TXN_9076216,Cake,1.0,3.0,3.0,Cash,Non Spécifié,2023-12-17,Sunday,December,Petite
TXN_6371987,Tea,5.0,1.5,7.5,Non Spécifié,Takeaway,2023-03-13,Monday,March,Grosse
TXN_9913877,Non Spécifié,2.0,2.0,4.0,Credit Card,Non Spécifié,2023-05-09,Tuesday,May,Petite
TXN_2084377,Smoothie,1.0,4.0,4.0,Credit Card,Non Spécifié,2023-10-22,Sunday,October,Petite
TXN_1842675,Non Spécifié,4.0,1.0,4.0,Credit Card,Takeaway,2023-06-23,Friday,June,Grosse
TXN_8605813,Cookie,1.0,1.0,1.0,Non Spécifié,Non Spécifié,2023-06-30,Friday,June,Petite
TXN_9755352,Sandwich,5.0,4.0,20.0,Non Spécifié,In-store,2023-05-13,Saturday,May,Grosse
TXN_2305908,Coffee,1.0,2.0,2.0,Cash,Non Spécifié,2023-04-25,Tuesday,April,Petite
TXN_6953697,Non Spécifié,3.0,4.0,12.0,Non Spécifié,Takeaway,2023-05-27,Saturday,May,Petite
TXN_3495950,Non Spécifié,4.0,,,Credit Card,In-store,2023-02-19,Sunday,February,Grosse
TXN_7557340,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-12-11,Monday,December,Grosse
TXN_1157817,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-25,Tuesday,April,Petite
TXN_2020318,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-10-12,Thursday,October,Petite
TXN_8692094,Coffee,5.0,2.0,10.0,Non Spécifié,Takeaway,2023-08-30,Wednesday,August,Grosse
TXN_5307411,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-10-21,Saturday,October,Petite
TXN_9703120,Coffee,3.0,2.0,6.0,Credit Card,Non Spécifié,2023-11-02,Thursday,November,Petite
TXN_1289133,Juice,1.0,3.0,3.0,Cash,Non Spécifié,2023-09-19,Tuesday,September,Petite
TXN_2031459,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-07-04,Tuesday,July,Petite
TXN_1333682,Smoothie,1.0,4.0,4.0,Digital Wallet,Non Spécifié,2023-01-28,Saturday,January,Petite
TXN_2256622,Cookie,2.0,1.0,2.0,Cash,In-store,2023-10-04,Wednesday,October,Petite
TXN_4912930,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-02-26,Sunday,February,Petite
TXN_4942692,Coffee,2.0,2.0,4.0,Non Spécifié,Takeaway,2023-01-15,Sunday,January,Petite
TXN_3723007,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-05-18,Thursday,May,Petite
TXN_7922392,Sandwich,3.0,4.0,12.0,Non Spécifié,Non Spécifié,2023-05-03,Wednesday,May,Petite
TXN_7498727,Salad,3.0,5.0,15.0,Cash,Non Spécifié,2023-11-06,Monday,November,Petite
TXN_1222338,Cookie,1.0,1.0,1.0,Non Spécifié,In-store,2023-10-11,Wednesday,October,Petite
TXN_6878866,Smoothie,3.0,4.0,12.0,Credit Card,Non Spécifié,2023-02-25,Saturday,February,Petite
TXN_9223242,Smoothie,2.0,4.0,8.0,Non Spécifié,Non Spécifié,2023-09-10,Sunday,September,Petite
TXN_6244211,Smoothie,2.0,4.0,8.0,Non Spécifié,Non Spécifié,2023-08-11,Friday,August,Petite
TXN_5446858,Non Spécifié,1.0,1.0,1.0,Cash,In-store,2023-11-07,Tuesday,November,Petite
TXN_4612864,Tea,3.0,1.5,4.5,Non Spécifié,Non Spécifié,2023-02-14,Tuesday,February,Petite
TXN_5411381,Cookie,1.0,1.0,1.0,Non Spécifié,Non Spécifié,2023-04-28,Friday,April,Petite
TXN_3047598,Cookie,1.0,1.0,1.0,Non Spécifié,Non Spécifié,2023-09-06,Wednesday,September,Petite
TXN_5754317,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-01-10,Tuesday,January,Petite
TXN_7496926,Sandwich,3.0,4.0,12.0,Non Spécifié,In-store,2023-04-23,Sunday,April,Petite
TXN_7559388,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-02-26,Sunday,February,Grosse
TXN_8540499,Cookie,3.0,1.0,3.0,Cash,In-store,2023-01-22,Sunday,January,Petite
TXN_4225756,Cookie,3.0,1.0,3.0,Non Spécifié,In-store,2023-03-10,Friday,March,Petite
TXN_6795640,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-01-28,Saturday,January,Grosse
TXN_6702428,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-08-11,Friday,August,Grosse
TXN_8955259,Non Spécifié,2.0,4.0,8.0,Credit Card,Non Spécifié,2023-11-18,Saturday,November,Petite
TXN_4639319,Coffee,5.0,2.0,10.0,Cash,Non Spécifié,2023-01-09,Monday,January,Grosse
TXN_5997803,Coffee,5.0,2.0,10.0,Non Spécifié,In-store,2023-12-03,Sunday,December,Grosse
TXN_1340956,Non Spécifié,4.0,2.0,8.0,Non Spécifié,Non Spécifié,2023-10-26,Thursday,October,Grosse
TXN_1259671,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-10-08,Sunday,October,Petite
TXN_8319993,Juice,1.0,3.0,3.0,Digital Wallet,Non Spécifié,2023-08-06,Sunday,August,Petite
TXN_5523450,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-07-02,Sunday,July,Grosse
TXN_7838964,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-06-15,Thursday,June,Petite
TXN_2773987,Smoothie,5.0,4.0,20.0,Non Spécifié,Non Spécifié,2023-01-11,Wednesday,January,Grosse
TXN_1158829,Tea,1.0,1.5,1.5,Credit Card,Non Spécifié,2023-10-02,Monday,October,Petite
TXN_2523298,Non Spécifié,4.0,,,Non Spécifié,In-store,2023-03-25,Saturday,March,Grosse
TXN_8685737,Smoothie,2.0,4.0,8.0,Non Spécifié,In-store,2023-11-02,Thursday,November,Petite
TXN_5634135,Cookie,2.0,1.0,2.0,Non Spécifié,Non Spécifié,2023-01-27,Friday,January,Petite
TXN_1524626,Smoothie,2.0,4.0,8.0,Digital Wallet,Non Spécifié,2023-12-29,Friday,December,Petite
TXN_7275407,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-20,Friday,October,Petite
TXN_2889622,Juice,4.0,3.0,12.0,Credit Card,Non Spécifié,2023-11-01,Wednesday,November,Grosse
TXN_6849113,Cookie,1.0,1.0,1.0,Credit Card,Non Spécifié,2023-07-14,Friday,July,Petite
TXN_2265316,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-12-29,Friday,December,Petite
TXN_9472241,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-06-30,Friday,June,Petite
TXN_7345414,Salad,1.0,5.0,5.0,Non Spécifié,Non Spécifié,2023-02-15,Wednesday,February,Petite
TXN_4473352,Cake,1.0,3.0,3.0,Non Spécifié,In-store,2023-11-16,Thursday,November,Petite
TXN_2814363,Tea,2.0,1.5,3.0,Non Spécifié,Non Spécifié,2023-07-02,Sunday,July,Petite
TXN_1846004,Juice,3.0,3.0,9.0,Cash,In-store,2023-05-21,Sunday,May,Petite
TXN_7140471,Cake,1.0,3.0,3.0,Credit Card,Non Spécifié,2023-05-25,Thursday,May,Petite
TXN_3119542,Smoothie,1.0,4.0,4.0,Credit Card,Non Spécifié,2023-10-31,Tuesday,October,Petite
TXN_7773968,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-02-24,Friday,February,Grosse
TXN_9081088,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-02-27,Monday,February,Petite
TXN_8559167,Sandwich,5.0,4.0,20.0,Non Spécifié,Takeaway,2023-12-09,Saturday,December,Grosse
TXN_1130191,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-04-06,Thursday,April,Petite
TXN_5215451,Sandwich,5.0,4.0,20.0,Digital Wallet,Non Spécifié,2023-11-02,Thursday,November,Grosse
TXN_1040764,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-07-27,Thursday,July,Petite
TXN_5457133,Juice,5.0,3.0,15.0,Non Spécifié,In-store,2023-03-03,Friday,March,Grosse
TXN_8365478,Non Spécifié,3.0,4.0,12.0,Cash,Takeaway,2023-02-06,Monday,February,Petite
TXN_2100697,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-09-19,Tuesday,September,Petite
TXN_7676968,Smoothie,4.0,4.0,16.0,Non Spécifié,In-store,2023-02-21,Tuesday,February,Grosse
TXN_5726998,Cake,3.0,3.0,9.0,Credit Card,Non Spécifié,2023-08-12,Saturday,August,Petite
TXN_4134594,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-09-27,Wednesday,September,Petite
TXN_5079340,Cookie,4.0,1.0,4.0,Cash,In-store,2023-08-18,Friday,August,Grosse
TXN_8276635,Non Spécifié,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-12-16,Saturday,December,Grosse
TXN_1380601,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-03-11,Saturday,March,Grosse
TXN_3959152,Juice,1.0,3.0,3.0,Non Spécifié,In-store,2023-05-21,Sunday,May,Petite
TXN_7776739,Tea,2.0,1.5,3.0,Non Spécifié,Takeaway,2023-02-23,Thursday,February,Petite
TXN_7569615,Non Spécifié,2.0,3.0,6.0,Cash,Takeaway,2023-06-07,Wednesday,June,Petite
TXN_8703771,Cake,5.0,3.0,15.0,Non Spécifié,In-store,2023-05-12,Friday,May,Grosse
TXN_2052395,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-07-06,Thursday,July,Petite
TXN_9421441,Non Spécifié,2.0,4.0,8.0,Cash,Non Spécifié,2023-06-20,Tuesday,June,Petite
TXN_9065402,Non Spécifié,1.0,5.0,5.0,Cash,Takeaway,2023-12-22,Friday,December,Petite
TXN_3638955,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-09-02,Saturday,September,Petite
TXN_2635532,Non Spécifié,4.0,4.0,16.0,Cash,Takeaway,2023-01-14,Saturday,January,Grosse
TXN_8256593,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-08-09,Wednesday,August,Petite
TXN_9271457,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-02-27,Monday,February,Petite
TXN_5392603,Coffee,1.0,2.0,2.0,Cash,In-store,2023-05-14,Sunday,May,Petite
TXN_6319728,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-07-18,Tuesday,July,Petite
TXN_9263299,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-10-08,Sunday,October,Petite
TXN_2301505,Cake,5.0,3.0,15.0,Digital Wallet,Non Spécifié,2023-03-21,Tuesday,March,Grosse
TXN_5895177,Cake,5.0,3.0,15.0,Non Spécifié,Non Spécifié,2023-08-16,Wednesday,August,Grosse
TXN_8147357,Tea,5.0,1.5,7.5,Non Spécifié,Takeaway,2023-04-20,Thursday,April,Grosse
TXN_1436343,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-11-26,Sunday,November,Petite
TXN_2214698,Salad,4.0,5.0,20.0,Credit Card,Non Spécifié,2023-10-10,Tuesday,October,Grosse
TXN_7480234,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-05-10,Wednesday,May,Petite
TXN_3283097,Non Spécifié,5.0,2.0,10.0,Cash,Takeaway,2023-02-28,Tuesday,February,Grosse
TXN_2633602,Non Spécifié,2.0,3.0,6.0,Digital Wallet,In-store,2023-02-02,Thursday,February,Petite
TXN_3093219,Juice,5.0,3.0,15.0,Cash,Non Spécifié,2023-01-28,Saturday,January,Grosse
TXN_3515730,Non Spécifié,1.0,1.0,1.0,Credit Card,Non Spécifié,2023-08-14,Monday,August,Petite
TXN_4010658,Tea,5.0,1.5,7.5,Non Spécifié,Non Spécifié,2023-09-26,Tuesday,September,Grosse
TXN_1454467,Juice,3.0,3.0,9.0,Cash,In-store,2023-03-15,Wednesday,March,Petite
TXN_2598728,Cake,2.0,3.0,6.0,Credit Card,Non Spécifié,2023-01-13,Friday,January,Petite
TXN_3390285,Tea,2.0,1.5,3.0,Non Spécifié,Takeaway,2023-02-06,Monday,February,Petite
TXN_8224079,Cookie,5.0,1.0,5.0,Cash,In-store,2023-10-16,Monday,October,Grosse
TXN_1916339,Cake,1.0,3.0,3.0,Cash,In-store,2023-07-15,Saturday,July,Petite
TXN_8611035,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-05-28,Sunday,May,Grosse
TXN_3595735,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-03-26,Sunday,March,Grosse
TXN_4884822,Cookie,1.0,1.0,1.0,Credit Card,Non Spécifié,2023-04-23,Sunday,April,Petite
TXN_3668051,Cake,1.0,3.0,3.0,Non Spécifié,Non Spécifié,2023-11-17,Friday,November,Petite
TXN_6169633,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-12-20,Wednesday,December,Grosse
TXN_3884811,Coffee,4.0,2.0,8.0,Credit Card,Non Spécifié,2023-06-10,Saturday,June,Grosse
TXN_7050740,Non Spécifié,1.0,3.0,3.0,Cash,Takeaway,2023-07-12,Wednesday,July,Petite
TXN_1234097,Cookie,4.0,1.0,4.0,Cash,Non Spécifié,2023-12-04,Monday,December,Grosse
TXN_4518102,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-02-08,Wednesday,February,Grosse
TXN_5939055,Coffee,3.0,2.0,6.0,Non Spécifié,Takeaway,2023-10-21,Saturday,October,Petite
TXN_7809183,Non Spécifié,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-09-08,Friday,September,Grosse
TXN_6071202,Non Spécifié,1.0,1.0,1.0,Cash,In-store,2023-06-07,Wednesday,June,Petite
TXN_8158496,Tea,4.0,1.5,6.0,Cash,Non Spécifié,2023-06-19,Monday,June,Grosse
TXN_2726848,Cake,5.0,3.0,15.0,Credit Card,Non Spécifié,2023-09-11,Monday,September,Grosse
TXN_3666858,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-12-27,Wednesday,December,Grosse
TXN_5499915,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-02-01,Wednesday,February,Petite
TXN_4660753,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-10-04,Wednesday,October,Petite
TXN_8089522,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-02-12,Sunday,February,Grosse
TXN_1564754,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-03-14,Tuesday,March,Petite
TXN_1824506,Cake,1.0,3.0,3.0,Cash,In-store,2023-03-02,Thursday,March,Petite
TXN_3677592,Sandwich,2.0,4.0,8.0,Cash,Non Spécifié,2023-05-29,Monday,May,Petite
TXN_1002457,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-09-29,Friday,September,Grosse
TXN_8056263,Smoothie,5.0,4.0,20.0,Non Spécifié,In-store,2023-04-20,Thursday,April,Grosse
TXN_4732351,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-22,Saturday,April,Petite
TXN_8049191,Cake,3.0,3.0,9.0,Credit Card,Non Spécifié,2023-07-31,Monday,July,Petite
TXN_4980036,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-01-05,Thursday,January,Petite
TXN_3022839,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-08-25,Friday,August,Grosse
TXN_7701070,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-07-28,Friday,July,Grosse
TXN_8048037,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-03-31,Friday,March,Petite
TXN_4444463,Cake,4.0,3.0,12.0,Non Spécifié,Non Spécifié,2023-05-16,Tuesday,May,Grosse
TXN_1887522,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-02-20,Monday,February,Grosse
TXN_6908953,Tea,1.0,1.5,1.5,Non Spécifié,In-store,2023-12-08,Friday,December,Petite
TXN_4759769,Sandwich,1.0,4.0,4.0,Non Spécifié,In-store,2023-08-03,Thursday,August,Petite
TXN_2254479,Tea,2.0,1.5,3.0,Non Spécifié,Takeaway,2023-08-03,Thursday,August,Petite
TXN_7555408,Salad,2.0,5.0,10.0,Non Spécifié,In-store,2023-06-06,Tuesday,June,Petite
TXN_6857943,Cake,5.0,3.0,15.0,Non Spécifié,Takeaway,2023-01-08,Sunday,January,Grosse
TXN_9552845,Sandwich,3.0,4.0,12.0,Cash,Non Spécifié,2023-02-18,Saturday,February,Petite
TXN_6769465,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-06-13,Tuesday,June,Grosse
TXN_7438831,Coffee,5.0,2.0,10.0,Non Spécifié,Non Spécifié,2023-12-24,Sunday,December,Grosse
TXN_3871837,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-12-15,Friday,December,Petite
TXN_3656762,Sandwich,2.0,4.0,8.0,Non Spécifié,Takeaway,2023-07-31,Monday,July,Petite
TXN_4980282,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-10-22,Sunday,October,Petite
TXN_3580786,Tea,1.0,1.5,1.5,Non Spécifié,In-store,2023-03-28,Tuesday,March,Petite
TXN_4355728,Non Spécifié,4.0,3.0,12.0,Credit Card,Non Spécifié,2023-03-06,Monday,March,Grosse
TXN_2508476,Smoothie,5.0,4.0,20.0,Cash,Non Spécifié,2023-04-14,Friday,April,Grosse
TXN_1325631,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-02-11,Saturday,February,Grosse
TXN_8209125,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-01-30,Monday,January,Petite
TXN_1751164,Salad,2.0,5.0,10.0,Cash,Non Spécifié,2023-09-11,Monday,September,Petite
TXN_3730415,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-09,Sunday,April,Grosse
TXN_4134253,Tea,4.0,1.5,6.0,Cash,In-store,2023-10-07,Saturday,October,Grosse
TXN_3256497,Coffee,2.0,2.0,4.0,Cash,Non Spécifié,2023-08-20,Sunday,August,Petite
TXN_8763180,Smoothie,1.0,4.0,4.0,Non Spécifié,Takeaway,2023-04-16,Sunday,April,Petite
TXN_3219175,Sandwich,5.0,4.0,20.0,Non Spécifié,Non Spécifié,2023-02-23,Thursday,February,Grosse
TXN_6234872,Smoothie,1.0,4.0,4.0,Non Spécifié,Non Spécifié,2023-12-23,Saturday,December,Petite
TXN_7919440,Tea,4.0,1.5,6.0,Cash,Non Spécifié,2023-08-19,Saturday,August,Grosse
TXN_7558641,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-12-22,Friday,December,Petite
TXN_9940220,Juice,2.0,3.0,6.0,Non Spécifié,Takeaway,2023-03-05,Sunday,March,Petite
TXN_2130483,Tea,4.0,1.5,6.0,Cash,Non Spécifié,2023-11-25,Saturday,November,Grosse
TXN_1972584,Sandwich,5.0,4.0,20.0,Digital Wallet,Non Spécifié,2023-07-10,Monday,July,Grosse
TXN_3150792,Coffee,5.0,2.0,10.0,Cash,Non Spécifié,2023-07-02,Sunday,July,Grosse
TXN_2980008,Cake,3.0,3.0,9.0,Digital Wallet,Non Spécifié,2023-11-17,Friday,November,Petite
TXN_5511805,Juice,1.0,3.0,3.0,Non Spécifié,Takeaway,2023-06-03,Saturday,June,Petite
TXN_7292548,Cookie,4.0,1.0,4.0,Digital Wallet,Non Spécifié,2023-03-24,Friday,March,Grosse
TXN_2169664,Smoothie,1.0,4.0,4.0,Cash,Non Spécifié,2023-07-23,Sunday,July,Petite
TXN_3234877,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-07-29,Saturday,July,Grosse
TXN_6368719,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-01-03,Tuesday,January,Grosse
TXN_8852585,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-01-05,Thursday,January,Grosse
TXN_9201010,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-03-15,Wednesday,March,Petite
TXN_2873990,Sandwich,2.0,4.0,8.0,Non Spécifié,Non Spécifié,2023-03-12,Sunday,March,Petite
TXN_3088796,Sandwich,4.0,4.0,16.0,Credit Card,Non Spécifié,2023-08-16,Wednesday,August,Grosse
TXN_3414935,Coffee,4.0,2.0,8.0,Non Spécifié,In-store,2023-08-03,Thursday,August,Grosse
TXN_3607652,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-05,Monday,June,Grosse
TXN_8502094,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-03-21,Tuesday,March,Grosse
TXN_9068244,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-19,Thursday,October,Grosse
TXN_2696664,Cookie,5.0,1.0,5.0,Non Spécifié,In-store,2023-01-07,Saturday,January,Grosse
TXN_7661609,Non Spécifié,1.0,3.0,3.0,Non Spécifié,In-store,2023-11-29,Wednesday,November,Petite
TXN_7633490,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-10-27,Friday,October,Petite
TXN_9292230,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-07-14,Friday,July,Grosse
TXN_1664665,Non Spécifié,3.0,3.0,9.0,Credit Card,In-store,2023-05-21,Sunday,May,Petite
TXN_5081978,Cake,1.0,3.0,3.0,Non Spécifié,In-store,2023-10-19,Thursday,October,Petite
TXN_7314409,Smoothie,5.0,4.0,20.0,Credit Card,Non Spécifié,2023-08-06,Sunday,August,Grosse
TXN_4573576,Non Spécifié,2.0,3.0,6.0,Cash,In-store,2023-07-05,Wednesday,July,Petite
TXN_5645919,Coffee,3.0,2.0,6.0,Credit Card,Non Spécifié,2023-01-17,Tuesday,January,Petite
TXN_8006668,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-12-22,Friday,December,Grosse
TXN_8818168,Juice,4.0,3.0,12.0,Digital Wallet,Non Spécifié,2023-07-20,Thursday,July,Grosse
TXN_4369043,Juice,2.0,3.0,6.0,Cash,Non Spécifié,2023-03-25,Saturday,March,Petite
TXN_3560062,Cookie,1.0,1.0,1.0,Cash,In-store,2023-03-20,Monday,March,Petite
TXN_4769307,Tea,5.0,1.5,7.5,Digital Wallet,Non Spécifié,2023-12-24,Sunday,December,Grosse
TXN_7270652,Sandwich,1.0,4.0,4.0,Non Spécifié,Takeaway,2023-05-14,Sunday,May,Petite
TXN_4991815,Cake,5.0,3.0,15.0,Cash,Non Spécifié,2023-11-06,Monday,November,Grosse
TXN_6360132,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-09-16,Saturday,September,Grosse
TXN_8199829,Cake,2.0,3.0,6.0,Credit Card,Non Spécifié,2023-07-29,Saturday,July,Petite
TXN_9166449,Non Spécifié,4.0,1.0,4.0,Non Spécifié,Takeaway,2023-07-31,Monday,July,Grosse
TXN_7864939,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-08-19,Saturday,August,Petite
TXN_2640701,Salad,3.0,5.0,15.0,Non Spécifié,Takeaway,2023-05-07,Sunday,May,Petite
TXN_3740963,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-01-22,Sunday,January,Petite
TXN_8101633,Sandwich,2.0,4.0,8.0,Non Spécifié,In-store,2023-08-10,Thursday,August,Petite
TXN_6063966,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-10-24,Tuesday,October,Petite
TXN_3779640,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-05-16,Tuesday,May,Petite
TXN_8278833,Cake,3.0,3.0,9.0,Non Spécifié,Non Spécifié,2023-02-26,Sunday,February,Petite
TXN_8778598,Sandwich,3.0,4.0,12.0,Cash,Non Spécifié,2023-09-02,Saturday,September,Petite
TXN_7550103,Cake,5.0,3.0,15.0,Non Spécifié,Takeaway,2023-01-19,Thursday,January,Grosse
TXN_3664656,Cookie,5.0,1.0,5.0,Non Spécifié,Takeaway,2023-08-13,Sunday,August,Grosse
TXN_7296560,Juice,2.0,3.0,6.0,Non Spécifié,Non Spécifié,2023-10-20,Friday,October,Petite
TXN_8136881,Salad,3.0,5.0,15.0,Cash,In-store,2023-08-28,Monday,August,Petite
TXN_3981449,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-06-21,Wednesday,June,Petite
TXN_5427506,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-09-15,Friday,September,Petite
TXN_2641386,Sandwich,3.0,4.0,12.0,Non Spécifié,Takeaway,2023-03-25,Saturday,March,Petite
TXN_4033802,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-03-02,Thursday,March,Petite
TXN_7752124,Non Spécifié,3.0,4.0,12.0,Credit Card,Non Spécifié,2023-12-09,Saturday,December,Petite
TXN_8259257,Tea,1.0,1.5,1.5,Non Spécifié,In-store,2023-12-13,Wednesday,December,Petite
TXN_4183823,Sandwich,4.0,4.0,16.0,Credit Card,Non Spécifié,2023-03-28,Tuesday,March,Grosse
TXN_2239041,Non Spécifié,4.0,1.5,6.0,Non Spécifié,In-store,2023-10-24,Tuesday,October,Grosse
TXN_4696439,Cookie,1.0,1.0,1.0,Cash,In-store,2023-05-27,Saturday,May,Petite
TXN_8826983,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-01-14,Saturday,January,Grosse
TXN_8267034,Juice,2.0,3.0,6.0,Non Spécifié,Takeaway,2023-06-20,Tuesday,June,Petite
TXN_1959334,Coffee,3.0,2.0,6.0,Non Spécifié,Non Spécifié,2023-06-29,Thursday,June,Petite
TXN_6842808,Tea,2.0,1.5,3.0,Non Spécifié,Non Spécifié,2023-10-22,Sunday,October,Petite
TXN_2947822,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-27,Friday,October,Grosse
TXN_5531712,Non Spécifié,2.0,1.5,3.0,Cash,Non Spécifié,2023-01-09,Monday,January,Petite
TXN_2148838,Sandwich,2.0,4.0,8.0,Credit Card,Non Spécifié,2023-08-05,Saturday,August,Petite
